timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time
2026-06-25 21:44:33,med_capctl_cap15,random,44,11800.0,25,15,171,5,342,-0.6896,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.044,22.7,20.0,300.0
2026-06-25 21:54:26,med_capctl_cap50,random,42,27433.34,60,15,400,5,800,-0.7179,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,50,0.044,22.7,29.3,1466.7
2026-06-25 22:04:37,med_capctl_cap50,random,43,27800.0,60,15,404,5,808,-0.7237,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,50,0.044,22.7,23.3,1166.7
2026-06-25 22:14:28,med_capctl_cap50,random,44,27200.0,60,15,396,5,792,-0.7113,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,50,0.044,22.7,24.7,1233.3
2026-06-25 22:42:22,med_capctl_cap150,random,42,70233.34,160,15,1036,5,2072,-0.7548,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,150,0.044,22.7,29.8,4466.7
2026-06-25 23:09:45,med_capctl_cap150,random,43,70466.67,160,15,1039,5,2078,-0.7453,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,150,0.044,22.7,24.4,3666.7
2026-06-25 23:37:52,med_capctl_cap150,random,44,72866.66,160,15,1068,5,2136,-0.7417,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,150,0.044,22.7,23.8,3566.7
2026-06-26 01:02:38,med_capctl_cap400,random,42,182366.69,410,15,2699,5,5398,-0.7877,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,25.3,10100.0
2026-06-26 02:26:31,med_capctl_cap400,random,43,179366.69,410,15,2648,5,5296,-0.7794,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,23.3,9300.0
2026-06-26 03:50:25,med_capctl_cap400,random,44,182133.38,410,15,2677,5,5354,-0.7735,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,23.6,9433.4
